customer_email,customer_name,customer_age,age_group,customer_value_tier,customer_segment
fowlermichael@example.org,Ronald Bates,74,65+,High,Enterprise
jholder@example.org,Ashley Dixon,21,18-25,Low,Individual
parkerrobert@example.net,Dillon Clark,65,51-65,High,Small Business
rogersdana@example.com,Christian Rodriguez,40,36-50,Low,Individual
andreross@example.net,Heather Kelly,29,26-35,Low,Individual
garciajennifer@example.com,Maria Miller,63,51-65,Premium,Enterprise
qwright@example.com,Joshua Schmidt,26,26-35,Low,Enterprise
vincent82@example.net,George Willis,46,36-50,Premium,Enterprise
velasquezvictoria@example.org,Anonymous Customer,22,18-25,High,Small Business
christopher23@example.org,Shawn Collins,59,51-65,Premium,Small Business
psmith@example.com,Amber Carr,66,65+,Premium,Enterprise
dbrown@example.org,Nicholas Brennan,44,36-50,High,Individual
lpierce@example.net,Michael Garcia,41,36-50,High,Small Business
antonio03@example.com,Amber Davis,81,65+,High,Small Business
ladkins@example.com,Robin Allen,35,26-35,Low,Enterprise
wilkersonkatherine@example.org,Jennifer Norman,25,18-25,Medium,Individual
bowenjonathan@example.net,Heather Espinoza Dvm,47,36-50,High,Small Business
michelle01@example.org,William Owens,73,65+,Premium,Individual
jasminjohnson@example.org,Gina Morgan,42,36-50,Low,Individual
ruizkimberly@example.net,Sharon Wallace,59,51-65,Low,Enterprise
brodriguez@example.net,Darrell Rodriguez,16,18-25,Low,Small Business
davidharris@example.net,Peggy Harrison,50,36-50,Medium,Small Business
hhenry@example.net,Madeline Cruz,72,65+,Medium,Individual
yoderadam@example.com,Dr. Andrew Johns,72,65+,High,Enterprise
steven80@example.org,Nathan Dunn,64,51-65,High,Small Business
jasonfoster@example.org,Maureen Carter,63,51-65,Premium,Individual
wmorrison@example.com,Barbara Richards,45,36-50,Medium,Enterprise
zsmith@example.com,Jesus Ross,44,36-50,Premium,Individual
sanchezmelissa@example.com,Andrea Harvey,81,65+,High,Small Business
brian16@example.com,Sherry Thomas,64,51-65,Low,Small Business
robinsonmichael@example.net,Benjamin Castillo,72,65+,Low,Small Business
jacquelineneal@example.net,Stephanie Moore,32,26-35,High,Enterprise
wesley30@example.org,Laura Roberts,84,65+,Low,Individual
cervantesleslie@example.org,Nancy Burke,62,51-65,Low,Individual
wcortez@example.net,Jacob Jones,55,51-65,Low,Enterprise
elizabethwalls@example.com,Melissa Powell Phd,46,36-50,Low,Individual
wilkinsnicole@example.com,Brandon Smith,56,51-65,Low,Small Business
hfoley@example.com,Mr. Wyatt Henry Phd,74,65+,High,Individual
taylorkaylee@example.com,George Garner,66,65+,Medium,Individual
vhunter@example.com,Robert Anderson Md,84,65+,Medium,Individual
umartin@example.com,Scott Fowler,55,51-65,Medium,Enterprise
kelsey67@example.com,Richard Graham,74,65+,High,Enterprise
gharris@example.com,Austin Garcia,56,51-65,Premium,Enterprise
pschmidt@example.org,Robert Fischer,61,51-65,Medium,Enterprise
kurt38@example.org,Amy Davis,61,51-65,High,Small Business
wesley57@example.net,Jeremy Nicholson,79,65+,Medium,Enterprise
kaylee68@example.com,Christopher Thompson,60,51-65,Premium,Small Business
wendy76@example.com,Charlene Black,75,65+,Low,Small Business
douglasdougherty@example.net,Jeremy Stafford,46,36-50,Medium,Small Business
salvarez@example.org,Christine Kelley,44,36-50,High,Enterprise
alawson@example.net,Claudia Rice,47,36-50,High,Enterprise
ogarza@example.org,Dennis Sellers,28,26-35,Low,Enterprise
adam08@example.net,Penny Waters,80,65+,Medium,Small Business
kruegermark@example.com,Curtis Barnes,73,65+,Medium,Individual
robert07@example.net,Paula Edwards,52,51-65,Medium,Small Business
erik19@example.net,Kathryn Morgan,16,18-25,High,Small Business
meganwoods@example.com,Ronald Rose,27,26-35,Medium,Enterprise
mccarthygregory@example.net,Joy Clark,75,65+,Premium,Small Business
denise76@example.net,Mr. Benjamin Marshall,21,18-25,Medium,Enterprise
eric85@example.org,Ashley Martin,73,65+,High,Small Business
antoniothompson@example.org,Juan Ray,69,65+,Premium,Enterprise
jacobroach@example.net,Kenneth Clark,24,18-25,High,Enterprise
jack64@example.com,Victoria Norton Md,81,65+,Premium,Small Business
seanosborne@example.com,Zachary Ross,32,26-35,Low,Small Business
jackconley@example.org,Andrew Aguilar,68,65+,Medium,Small Business
royscott@example.net,Jamie Walker,35,26-35,Low,Individual
fernandezsusan@example.org,Jessica Allen,35,26-35,High,Individual
nicolegilbert@example.net,Timothy Green,58,51-65,Low,Enterprise
davidhaynes@example.com,Mrs. Melissa Robinson,72,65+,Low,Small Business
shortjeffrey@example.net,Angie Jacobson,55,51-65,Medium,Enterprise
theresa96@example.org,Anonymous Customer,77,65+,High,Enterprise
madison72@example.net,Michelle Chavez,54,51-65,High,Enterprise
cindy95@example.org,William Chapman,48,36-50,Low,Individual
lisa67@example.com,Kathy Payne,64,51-65,Premium,Enterprise
ortegasandra@example.net,Seth Jackson,48,36-50,Medium,Enterprise
strongkimberly@example.com,Linda Martin,50,36-50,Premium,Individual
richardsglenn@example.org,Lisa Ramirez,42,36-50,Premium,Individual
johnjones@example.org,Danielle Thompson,62,51-65,Low,Enterprise
wilsonnicole@example.org,Matthew Rivera,43,36-50,Medium,Enterprise
perezrichard@example.net,Robert Vega,20,18-25,High,Small Business
cindyfischer@example.org,Kristina Neal,17,18-25,Medium,Enterprise
brittanyanderson@example.net,Elizabeth Sanchez,43,36-50,Low,Enterprise
daviddecker@example.com,Paul Ryan,79,65+,Medium,Individual
wdeleon@example.net,Christopher Riley,39,36-50,High,Individual
stephaniewilson@example.org,Shannon Burke,30,26-35,Low,Individual
joshua10@example.com,Benjamin Stevens,45,36-50,Premium,Individual
rachelpeterson@example.org,Sharon Davidson,71,65+,Medium,Enterprise
corywatson@example.net,James Jones,26,26-35,Medium,Individual
jacquelinezamora@example.com,Darlene Garcia,59,51-65,Premium,Small Business
donnasuarez@example.com,Randall Johnson,73,65+,Premium,Enterprise
brownhayley@example.com,Debra Lee,48,36-50,Low,Small Business
craigbowman@example.com,Brandon Clark,21,18-25,High,Small Business
dlowery@example.net,Amber York,33,26-35,High,Individual
michelle21@example.net,Larry Martinez,19,18-25,Low,Enterprise
isabella81@example.net,Robert Fuller,76,65+,High,Enterprise
bvasquez@example.com,Tracy Turner,81,65+,High,Enterprise
katherinechapman@example.net,Kenneth Nixon,54,51-65,High,Individual
martintanner@example.net,Hunter Williamson,67,65+,Low,Individual
dana58@example.net,Jeffrey Brown,73,65+,Low,Individual
holly72@example.com,Kimberly Kaufman,45,36-50,High,Individual
lmartinez@example.org,Patrick Adams,39,36-50,High,Enterprise
jillian19@example.com,Daniel Deleon,40,36-50,High,Enterprise
fischeramanda@example.com,Carrie Kane,41,36-50,Premium,Small Business
seth86@example.org,Taylor Sullivan,66,65+,Low,Enterprise
rosalesgavin@example.org,Shirley Lucas,58,51-65,Low,Individual
brookefrench@example.net,Anita Hudson,33,26-35,Low,Enterprise
awilliams@example.com,Jennifer Decker,69,65+,High,Small Business
mccartymichael@example.org,Ronald Cooper,55,51-65,High,Individual
lovechristina@example.org,Russell Holland,52,51-65,Premium,Enterprise
amberthompson@example.org,Laura Sanchez,30,26-35,Medium,Small Business
patricksmith@example.org,Anna Herring,72,65+,Premium,Enterprise
uhopkins@example.com,Tara Thomas,31,26-35,High,Enterprise
wellsryan@example.org,Thomas Goodman,37,36-50,Premium,Individual
alex95@example.org,Michael Reeves,65,51-65,Medium,Enterprise
ohopkins@example.net,Devon Davis,68,65+,High,Small Business
pwilson@example.net,Sean Gonzalez,59,51-65,High,Small Business
sheilabaldwin@example.com,Brandon Graham,26,26-35,High,Small Business
stevemarshall@example.net,Robert Wilson,81,65+,High,Individual
hendersonheather@example.com,Ivan Tapia,20,18-25,Premium,Small Business
nichole17@example.com,Marcus Williams,33,26-35,Low,Enterprise
hufftroy@example.net,Jorge Alexander,63,51-65,High,Enterprise
justinrobinson@example.com,Elijah White,80,65+,High,Individual
josephpatterson@example.com,Angela Crawford,72,65+,Premium,Small Business
nicholasjuarez@example.com,Patricia Wood,70,65+,Premium,Individual
zacharygross@example.com,Diana Mcdonald,37,36-50,Medium,Enterprise
jeremy55@example.com,Veronica Smith,18,18-25,High,Enterprise
jimmy99@example.org,Carrie Myers,36,36-50,Premium,Small Business
greenronald@example.com,Lauren Robinson,57,51-65,Medium,Small Business
jeffrey88@example.com,Madison Mclaughlin,69,65+,High,Individual
danielsshannon@example.net,Anthony Luna,51,51-65,Premium,Small Business
yanderson@example.org,Jason Kemp,22,18-25,High,Enterprise
richardsonkenneth@example.net,Rhonda Oconnell,32,26-35,Premium,Enterprise
maysedward@example.com,Rose Francis,77,65+,Low,Small Business
matthew78@example.com,Laura Rodriguez,81,65+,Medium,Small Business
cjohnson@example.org,David Jenkins,34,26-35,High,Small Business
jasonsanders@example.net,Derek Coleman,65,51-65,Premium,Enterprise
kelleyderek@example.net,Alison Sullivan,71,65+,High,Enterprise
kimberly90@example.net,Stephen Alvarez,24,18-25,Medium,Small Business
erica06@example.com,Katie Murphy,74,65+,Medium,Small Business
heathersteele@example.net,Jason Torres,48,36-50,Medium,Individual
melanie49@example.org,Mr. Patrick Edwards,33,26-35,Medium,Individual
whubbard@example.org,Melissa Brown,19,18-25,High,Small Business
lmyers@example.org,Melanie Ramos,31,26-35,Medium,Small Business
wellssherry@example.net,Phillip Lane,48,36-50,High,Small Business
chambersashley@example.net,Russell Combs,37,36-50,Premium,Enterprise
tammy33@example.com,Bryan Moore,83,65+,Low,Enterprise
tshort@example.net,Thomas Smith,51,51-65,Low,Small Business
jennifergarza@example.net,Kevin Moore,37,36-50,Low,Small Business
susanturner@example.net,Stephen Craig,78,65+,Low,Individual
ycole@example.net,Ashley Howard,59,51-65,High,Enterprise
aarongreen@example.net,Gerald Ryan,79,65+,Premium,Individual
donna30@example.net,Zachary Hall,27,26-35,High,Small Business
owensamber@example.com,Melissa Short,32,26-35,High,Small Business
rfinley@example.net,Tammy Hughes,75,65+,Premium,Small Business
garciadebra@example.com,Hailey Brewer,69,65+,Premium,Small Business
murphyjames@example.com,Tammy Barrett,42,36-50,Premium,Individual
robertevans@example.com,John Giles,32,26-35,Medium,Enterprise
holmesrachel@example.org,Andre Soto,80,65+,Premium,Individual
ppierce@example.com,Chris Martin,39,36-50,Low,Enterprise
guerreroandrew@example.org,Joseph Goodwin,17,18-25,Medium,Individual
darleneowens@example.com,Lauren Morgan,83,65+,Low,Individual
ballnicole@example.com,Joshua Henderson,61,51-65,Medium,Small Business
virginiafisher@example.net,Mario Bryant,57,51-65,High,Small Business
lmccoy@example.net,Diana Robinson,16,18-25,Low,Small Business
fyoder@example.org,Joseph Nicholson,28,26-35,High,Small Business
kennethsandoval@example.com,Elizabeth Stanley,54,51-65,Low,Individual
summerellis@example.org,Albert Davis,78,65+,Medium,Enterprise
tmorrow@example.org,Theodore Hudson,41,36-50,Premium,Enterprise
samanthacarter@example.com,Mariah Cole,59,51-65,Medium,Individual
belljeffrey@example.com,Phillip Norris,35,26-35,Low,Enterprise
xclarke@example.com,Angela Patel,16,18-25,Low,Small Business
mary88@example.org,David Ross,72,65+,Medium,Enterprise
xwright@example.com,Mitchell Hayes,19,18-25,Medium,Enterprise
jerryjohnson@example.com,Jennifer Duarte,68,65+,Low,Enterprise
ecampbell@example.org,Reginald Cordova,63,51-65,Medium,Enterprise
denniswilliams@example.com,Latasha Washington,40,36-50,Medium,Enterprise
ielliott@example.org,Jasmine Martin,79,65+,Premium,Individual
wthompson@example.com,Benjamin Chavez,24,18-25,High,Enterprise
briannamclaughlin@example.net,Dr. Theresa Sandoval,53,51-65,High,Small Business
jasonwalton@example.net,Anonymous Customer,57,51-65,Premium,Enterprise
lhayes@example.com,Jennifer Robertson,16,18-25,Medium,Small Business
alicia08@example.com,Alexandria Martinez,80,65+,Low,Individual
theresagreene@example.org,Danielle Murphy,32,26-35,Premium,Enterprise
kenneth76@example.org,Allen Prince,56,51-65,High,Individual
joyce30@example.com,Nicole Jones,48,36-50,Medium,Enterprise
harrislisa@example.com,Andrea Turner,51,51-65,High,Enterprise
antoniosalazar@example.com,Mark Stephens,32,26-35,Low,Enterprise
kennethsmith@example.net,Michael Phillips,54,51-65,Premium,Individual
marie09@example.com,Amy White,45,36-50,Premium,Enterprise
angelica96@example.org,Tommy Garcia,56,51-65,High,Individual
banksmeredith@example.com,Teresa Wilcox,40,36-50,Low,Enterprise
john07@example.net,Aaron Wells,73,65+,High,Small Business
tiffany24@example.org,Timothy Jordan,31,26-35,Medium,Individual
pagelouis@example.org,Todd Henry,33,26-35,Low,Individual
ddavis@example.com,Matthew Stewart,80,65+,Medium,Individual
kgonzalez@example.org,Anonymous Customer,50,36-50,High,Small Business
tammythomas@example.com,Hannah Perez Md,49,36-50,High,Small Business
garzazachary@example.org,Sara Harper,82,65+,High,Individual
melissa44@example.com,Colton Dennis,30,26-35,Low,Small Business
vjohnson@example.net,April Nelson,20,18-25,High,Enterprise
leblancnicole@example.net,Patricia Edwards,23,18-25,Low,Small Business
hartmancrystal@example.net,Frank Waters,42,36-50,Premium,Individual
susanjackson@example.net,Vanessa Davis,59,51-65,Low,Small Business
christian56@example.org,Anonymous Customer,34,26-35,Low,Individual
william55@example.net,Robert Grant,48,36-50,High,Individual
tgreen@example.net,Norman Davis,39,36-50,Premium,Enterprise
fwilliams@example.com,Danielle Estrada,38,36-50,Premium,Enterprise
loveluis@example.com,Adam Sanchez,51,51-65,High,Individual
cassandrakramer@example.net,Victoria Vang,45,36-50,Low,Individual
rose88@example.com,Monique Allen,23,18-25,Low,Enterprise
kelleramanda@example.org,Lori Steele,83,65+,Low,Individual
arellanopatrick@example.net,Christopher Wolfe,43,36-50,Premium,Small Business
matthewbutler@example.org,Christine Harris,35,26-35,Low,Individual
melissa88@example.org,Lisa Mcdonald,26,26-35,High,Small Business
criddle@example.net,Jessica Williams,71,65+,High,Enterprise
fernandezjennifer@example.net,Michael Wilson,64,51-65,Medium,Small Business
michelle11@example.org,Anonymous Customer,69,65+,High,Individual
davisamanda@example.net,Brianna Price,29,26-35,Premium,Small Business
jacobwilson@example.net,Grace Mcbride,44,36-50,Premium,Small Business
dwayneedwards@example.net,Edward Gibson,17,18-25,High,Enterprise
michael44@example.com,Adam Woods,19,18-25,Medium,Individual
samanthawoodard@example.org,Rachel Boyer,74,65+,Low,Small Business
jessica94@example.com,Donna Reese,38,36-50,Premium,Enterprise
moniquewhite@example.com,Regina Cuevas,16,18-25,Medium,Enterprise
theresataylor@example.com,Jamie Smith,51,51-65,Low,Enterprise
chess@example.org,Elizabeth Anderson,48,36-50,Medium,Individual
longbob@example.com,Kelly Williams,48,36-50,Medium,Enterprise
hollandroy@example.org,Adam Williams,82,65+,High,Individual
vargasvanessa@example.org,Barbara Heath,58,51-65,Medium,Enterprise
andrewbaker@example.org,Margaret Thomas,37,36-50,High,Individual
xhorton@example.org,Tommy Sherman,78,65+,High,Individual
nwilliams@example.net,Matthew Lopez,58,51-65,Premium,Small Business
samantha74@example.net,Casey Rasmussen,23,18-25,Medium,Individual
bradleymitchell@example.net,Donald Mccoy,84,65+,Premium,Individual
martinezallen@example.net,Dustin Murphy,58,51-65,Low,Individual
alyssa44@example.com,Linda Bailey,67,65+,Low,Small Business
edward79@example.com,Mrs. Carol Bauer,36,36-50,Medium,Enterprise
agarcia@example.org,Jason Smith,66,65+,Premium,Small Business
jshields@example.com,Amanda Smith,48,36-50,Low,Enterprise
diazmichael@example.org,Alexis Gonzalez,51,51-65,Premium,Enterprise
erinwalters@example.org,Melanie Jones,73,65+,Premium,Individual
xarmstrong@example.org,Brandon Henderson Md,22,18-25,Medium,Small Business
kyle94@example.org,Benjamin Sanchez,29,26-35,Low,Small Business
coltoncain@example.net,Dennis Mcgee,39,36-50,Premium,Small Business
armstrongjill@example.net,Mrs. Amy Sharp,30,26-35,Premium,Small Business
melanie69@example.org,Laura Sanders,84,65+,Medium,Small Business
paul18@example.org,Anonymous Customer,58,51-65,Low,Enterprise
afoster@example.com,Michelle Simpson,67,65+,High,Individual
elliottfrank@example.net,Dana Smith,68,65+,Medium,Individual
hannahmunoz@example.com,David Lopez,35,26-35,Medium,Small Business
croberts@example.org,Brandi Cunningham,75,65+,Medium,Enterprise
lisadonovan@example.com,Brandi Allen,23,18-25,Premium,Small Business
scottsellers@example.net,Linda Lopez,18,18-25,Low,Small Business
denise02@example.org,Courtney Nichols,61,51-65,High,Small Business
brownchristina@example.org,Kenneth King,57,51-65,High,Individual
suzannesimpson@example.org,Kelli Carter,78,65+,Medium,Individual
urivera@example.org,Brittany Franklin,45,36-50,High,Enterprise
cbrown@example.com,Melissa Martinez,81,65+,Low,Enterprise
harrissusan@example.org,Anonymous Customer,39,36-50,Low,Small Business
jasonmoore@example.com,Ronnie Kramer,71,65+,Low,Small Business
robinvasquez@example.com,Anonymous Customer,30,26-35,High,Individual
friedmanrichard@example.com,Todd Perry,17,18-25,High,Individual
angelicawilliams@example.com,Timothy Ramos,65,51-65,Premium,Small Business
derek41@example.net,Lucas Jackson,62,51-65,High,Individual
andersontyler@example.org,John Erickson,85,65+,Low,Small Business
william67@example.com,Jessica Harrington,60,51-65,Low,Small Business
agreer@example.org,Timothy Wilkinson,38,36-50,High,Small Business
glee@example.net,Anonymous Customer,50,36-50,Low,Small Business
sonya14@example.net,Rebecca Acevedo,32,26-35,High,Individual
